no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,mailing_option,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,brands,current_listing_price,len_posts,post_word_count,num_emojis,lemma_posts,topic,probability,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,price
12,7,BMC,780,Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Sengkang MRT/LRT Interchange (NE16/STC),factoryoutletsg,Joined 8 years ago,Very Responsive,Verified,,,,5.0,431,"BMC, BMC",780.0,67,12,0,bmc bmc   team slt01 lightly   ultergra system feel free try,-1,0.18254185290453656,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
6,6,Fondriest aluminum,250 350,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Punggol Ripples,razalimohdzain345,Joined 2 years ago,Very Responsive,Verified,,,,5.0,22,"Fondriest, fondriest",250.0,245,43,0,fondriest aluminum sell fondri aluminum frame n carbon fork size m 51 come fsa carbon crank .. fyi frame italy china taiwan .. dent whatsoever .. nego n self collect bt gombak .. thank view ..,-1,0.1600324876712947,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
6,3,CANNONDALE CAAD 12 WITH SHIMANO ULTEGRA R8000 GROUPSET FULL BIKE,"2,000",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Serangoon Nex 3A CarparkDelivery Of bike Transport will charge $40,wontonmee2,Joined 5 years ago,Very Responsive,Verified,,,,5.0,18,"CANNONDALE, CANNONDALE, Cannondale",2000.0,688,119,0,cannondale caad 12 shimano ultegra r8000 groupset bike cannondale caad 12 caad12 shimano ultegra   shimano ultegra 2 x 11 speed groupset   cannondale si crank   3 t stem 3 t dropbar upgrade cosmic alloy wheelset weight 7.8 kg bottle cage x 2 include promend pedal include need bike mount include size 50 rider 170 185 bike buy cycle 21 6months ago 2400 5%off service lifetime bike rfs size abit big ride twice tiny dent tube transport delivery not affect performance nego low ball ya,-1,0.1192681686404484,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
4,10,Specialized SL2 Tarmac,"1,500",Well used,Meetup,17 hours ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 19 Marsiling Lane,arm5y4r,Joined 9 years ago,Very Responsive,Verified,,,,5.0,65,Specialized,1500.0,197,31,0,specialized sl2 tarmac custom paint rebound centre sz 49 cm   shimano 105 5800 groupset fulcrum racing 5 wheelset components condition see   cable housing bartape brand new  ,0,1.0,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,High
33,7,Road race bike - Cannondale Caad12 - Size 58,"1,500",Lightly used,Meetup,20 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Spottiswoode Residences,coenottevanger,Joined 2 years ago,Very Responsive,Verified,,,,5.0,1,"Cannondale, Cannondale",1500.0,594,109,0,road race bike cannondale caad12 size 58 sell cannondale caad12 road bike change mountainbike   good aluminium frame find lightweight 8.5 kg fit shimano 105 original feature bike check bike shop fully ready ride repair cleaning need    bike sale include pedal 1 bottle holder   size 58 l xl suitable 180 190 cm carbon fork internal cable route mavic aksium 700c   2 x 11 drivetrain good flat   mountainous terrain,-1,0.14284619487442382,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
35,9,2023 Giant Fastroad Advanced 2 Size S,"1,400",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Lake Vista,altwkc,Joined 4 years ago,Very Responsive,Verified,,,,5.0,22,"Giant, Giant",1400.0,526,92,0,2023 giant fastroad advanced 2 size s 99 new giant fastroad advanced 2 purchase march 2023 black flat bar road bike hydraulic disc brake tubeless tire 700x32 shimano tiagra 2x10 stock component carbon frame fork seatpost fast comfortable ride road light gravel path sell get new bike space house tay junction sell s$2200 loss gain small paint chip fork tube refer 2 photo,1,0.2674089708839211,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,High
4,10,Vintage bike: Sintesi -Columbus SL,"2,000",Well used,Meetup,20 hours ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 636A,mzbar,Joined 5 years ago,Very Responsive,Verified,,,,5.0,23,"Cinelli, Cinelli, Cinelli",2000.0,297,48,0,vintage bike sintesi -columbus sl sintesi -columbus sl seat tube 50cc tube 51 cc cinelli cockpit   stem 100 mm handlebar 400 mm ceramic bear american classic   ceramic bb   sram red crank   dura ace 10s shifter   dura ace casette 11 21 t 105slr non aero brake cinelli pantograph   cinelli bb shell,-1,0.46182453350776415,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
29,5,Trek Domane al2 *MY 2018 size 52 cm free tools,500 558,Lightly used,Meetup,15 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Boon Keng MRT Station (NE9),alanbcool,Joined 8 years ago,Very Responsive,Verified,,,,5.0,31,Trek,500.0,320,57,0,trek domane al2 2018 size 52 cm free tool underutilise damage slightly negotiable weight 9.9 kg suspension rigid frame aluminum fork carbon wheel 700c aluminum drivetrain 2 × 8 groupset shimano claris brake rim free helmet seat pouch extra tube multi tool lead lamp x 2 manual pump,-1,0.2666167187141523,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
3,4,Merida Explorer X,750,Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Playground between Blks 77A & 77 Redhill Rd,hpgohlucky,Joined 5 years ago,Very Responsive,Verified,,,,4.9,139,"Merida, Merida",750.0,310,52,0,merida explorer x merida explorer range   dynamo light excellent night riding especially force ride night reach destination chainre 50/34 cassette 11 32 easy uphill tyre size 700x 32 good road gravel   excellent tourer accessory,0,0.2244022483880639,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Med
20,6,"Ultegra R8000 Merida Reacto 400 carbon fork, ceramic carbon wheelset and 11 speed","1,650",Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,SINOPEC (Yishun Station),mousy1981,Joined 4 years ago,Very Responsive,Verified,,,,5.0,9,"Scott, Merida, merida, Merida, Merida",1650.0,930,154,0,ultegra r8000 merida reacto 400 carbon fork ceramic carbon wheelset 11 speed rare merida reacto 400 shimano r8000 sale upgrade bike maintain great beginner size s height 1.65 m fit suitable 1.60 1.75 m easily cruise 30 km/h -merida reacto 400 size s frameset fsa handle bar width 400 mm scott stem 80 mm -ultegra 11speed groupset -ultegra r8000 crankset 170 mm 52 36 -ultegra left shifter -ultegra right shifter -ultegra derailleur -ultegra rear derailleur 105 11speed cassette 11 28 -kmc x11 chain -shimano bb mt800 bracket -powerway ceramic carbon wheelset 700cc taiwan -tyre continental gp5000 -merida road pro brake caliper -selle ltalia saddle 2x race bottle cage italy pedal light phone holder   include add   aluminum pedal feel free meet viewing test bike,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,High
0,6,Value for money road bike,650,Brand new,Meetup,Yesterday,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,Starbucks,lex24,Joined 8 years ago,Very Responsive,Verified,,,,5.0,21,Giant,650.0,166,29,0,value money road bike carbon saddle sensah groupset empire 11 speed mavic cosmic 40 mm litepro edge crank giant 700 x 25 rs3 self collect tampine delivery,-1,0.22808135633265775,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
0,6,Trifox X12 Frameset,"1,450",Brand new,Meetup,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,57 Senang Crescent58 senang crescent 02-16 [tank16] s416625,SpokeProject,Joined 9 years ago,Mostly Responsive,Verified,,,,4.9,45,Trifox,1450.0,1043,156,0,trifox x12 frameset carbon road bike frame x12 line performance focus frame design cycling enthusiast seek exceptional riding experience construct premium carbon fiber provide lightweight robust structure feature sleek aerodynamic profile compatible wide range groupset include di2 mechanical option incorporate internal cable route clean x12 frame available size accommodate different rider height inseam ensure comfortable personalized fit optimal performance internal routing • lightweight • high quality carbon fiber   carbon fiber raw material derive toray t800 high quality carbon fiber flexible outside rigid inside light aluminum alloy strength steel   colour red tiffany blue jet black sizes 44 /49 /52 /54 /56 /58 cm frameset include frame fork headset seat post seat clamp warrenty frame 2 year,-1,0.13582563280842955,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
9,4,Canyon 90mm stem for Aeroad and Ultimate,350,Brand new,Meetup,6 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,The PetalsAlexandra Road,waichoong,Joined 5 years ago,Very Responsive,Verified,,,,5.0,41,"Canyon, Canyon",350.0,397,72,0,canyon 90 mm stem aeroad ultimate 90 mm stem cp0018 cockpit brand new impossible find canyon sell get warranty cosmetic defect stem decide change good rider look change stem length well comfortable fit n control tks look low baller ignore tks look,4,0.6080554966969761,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,Low
0,6,Felt B16 Full Carbon Bike,999,Lightly used,Meetup,6 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Bedok MRT Station (EW5)Bedok,drixgeon,Joined 2 years ago,Very Responsive,Verified,,,,5.0,3,"Felt, Felt",999.0,311,55,0,felt b16 carbon bike felt high modulus carbon fiber road bike world cup model b16 ii tt road bike convert straight handle bar 10 speed rear size 58 suitable tall person weight 7 kg throw original tt handlebar interested arrange self collection place,-1,0.170415418299811,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
8,4,Cannondale caad 8,688,Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Punggol Park,kantoi_81,Joined 5 years ago,Very Responsive,Verified,,,,4.5,33,"Cannondale, cannondale",688.0,134,24,0,cannondale caad 8 cannondale caad 8 alu frame   size 48 original part   daughter lose interest use 5 offer good tq,-1,0.1225088326690464,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
2,10,Giant Contend 2 2021,500,Heavily used,Meetup,20 hours ago,Road Bikes,Posted,Has obvious signs of use or defects.,N,Y,Kembangan,ninjalot,Joined 4 years ago,Very Responsive,Verified,,,,5.0,20,Giant,500.0,414,71,0,giant contend 2 2021 letting road move away pretty decent comfortable ride self collect kembangan open nego size small approx 165 174 600 km accord strava lightly previous owner scuff ding picture example learn use cleat service 2 week ago 135 brake cable replace,1,0.6490874868286229,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Low
14,7,Wilier zero 9 frame,600,Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Bukit Batok West St 11 Blk 161,def1971,Joined 7 years ago,Mostly Responsive,Verified,,,,4.9,144,"Wilier, Wilier",600.0,422,73,0,wilier zero 9 frame size xs 47 2016   original barcode/ serial number   frame fork internal cable route fsa headset fsa handle bar selle italia slr saddle tripeak ceramic bb ritchey carbon set seatpost 3 t stem   include ultegra 6800 crankset brake calliper picture wily bottle cage previous set 7.05 kg usual paint chip ride   cash n carry slight nego pic fully build  ,-1,0.1340481416046622,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
9,5,Giant Liv bike - Size XS,450,Lightly used,Meetup,Yesterday,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,619A Punggol Drive,sdsanjay7,Joined 3 years ago,Very Responsive,Verified,,,,5.0,6,"Giant, giant, Liv, liv",450.0,204,33,0,giant liv bike size xs sell original giant liv bike   come shimano shifter seat height adjustable have seat suspension comfort suitable outdoor ride daily commuter,-1,0.21329884675243582,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
102,9,Specialized dolce compact bike / bicycle,300,Like new,Mailing · Meetup,5 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,Y,Y,Blk 715 Pasir Ris St 72,dylanchua74,Joined 8 years ago,Mostly Responsive,Verified,,,,5.0,478,"Specialized, specialized",300.0,274,42,0,specialized dolce compact bike bicycle good condition woman specialized bike keep storage 51 cm frame size shimano claris 2x8 speed groupset aluminium frame carbon fork view   pasirris-510715 clearing space price reduce firm thank,-1,0.173867810175138,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
69,7,Colnago A1R road bike,"1,250",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Bedok,carnado,Joined 9 years ago,Very Responsive,Verified,,,,5.0,186,Colnago,1250.0,187,32,0,colnago a1r road bike aluminium frame size 40   shimano 105 groupset wife indoor trainer good condition saddle selle italian saddle show photo,-1,0.09817519096792855,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
11,4,MERIDA REACTO 5000,"1,700",Well used,Meetup,Yesterday,Road Bikes,Posted,Has minor flaws or defects.,N,Y,468C Fernvale Link,wxk95,Joined 5 years ago,Very Responsive,Verified,,,,0.0,0,MERIDA,1700.0,409,73,0,merida reacto 5000 reacto taiwan superstar eddie peng ride movie ' fore ' carbon bike equip super team carbon wheelset angry bee hub sound come shimano 105 groupset crank fsa crank s flex technology reduce road vibration long hour ride size xs 165 175 cm minor scuff reason sell keen injure,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,High
1,5,Cannondale Supersix High-Mod Size 56 Full carbon,"1,600",Heavily used,Mailing,8 hours ago,Road Bikes,Posted,Has obvious signs of use or defects.,Y,N,,dwhirl,Joined 9 years ago,Very Responsive,Verified,,,,5.0,57,"Cannondale, Cannondale",1600.0,311,46,0,cannondale supersix high mod size 56 carbon cannondale supersix road bike carbon frameset sram force shifter sram red crankset ultegra brake caliper working condition 10/10 service 15 july cosmetic condition 6/10 scratch parking lean bike ride sell clear space,-1,0.11330647447580262,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
18,5,Argon 18 Krypton,"1,000",Well used,Meetup,1 month ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,Pasir Ris Link,dennistw8,Joined 7 years ago,Mostly Responsive,Verified,,,,5.0,33,,1000.0,89,17,0,argon 18 krypton 105 2x11 speed gearset ultegra brakes frame size 52 m size 1.72 m,3,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Med
15,4,Scott CR110 - road bike- 52 cm(S) - 22 speed carbon frame,"1,000",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Haw Par Villa MRT Station (CC25),kontraversija,Joined 7 years ago,Mostly Responsive,Verified,,,,5.0,12,"Scott, Scott, Scott",1000.0,393,72,0,scott cr110 road bike- 52 cm(s 22 speed carbon frame scott cr110 cult bike 52 cm(s 22 speed carbon frame shimano ultegra group set   scott s size cr110 carbon frame sds shimano ultegra group set fl20 stem 50/34 chainring 170 mm crank   11 32 11 speed rear cluster tyre need air need general cleaning tlc bike shop,-1,0.14097200368833998,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
20,8,Bombtrack Arise Single Speed,450,Lightly used,Meetup,5 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,No:3 lorong bakar batu,unspokin,Joined 1 year ago,Very Responsive,Verified,,,,5.0,6,Bombtrack,450.0,1457,248,0,bombtrack arise single speed arise bike truly round bike sit equally home cutting traffic fast commuter machine go sunday morning blast road geometry set fast responsive ride comfortable long journey frame feature cromo tubing bottle mudguard mount good ride time year bike singlespeed drivetrain fully seal cassette hub unique market keep thing simple maintenance free enjoy ride   town ride street enjoy cycle good single speed bike bring easy maintenance easy ride virtually hassle free outstanding performance size s   specifications frame double butt 4130 crmo frame fork brake tektro rx6 mini v brake chainset bt bikes square taper 42 t cassette 17 t heat treat crmo cog bar bt bikes cx-1010 flare stem   bt bikes origin forge -7 deg seatpost bt bike 612 saddle bt bikes comp wheel m1 double wall 32h seal hun 11 speed compatible kenda small block 8 35c tyre project upcycle bike cover 3 month warranty defect mechanical malfunction project cycle bike come 1 free lunch break tuneup worth 30 drop store test ride find,0,0.22872683541850547,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Low
3,3,Trek,500,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Loyang Valley Poolside,selvam.mavles.sm,Joined 7 years ago,Mostly Responsive,Verified,,,,5.0,25,Trek,500.0,5,1,0,trek,3,0.5779300545412116,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Low
4,6,"Shimano 105 disc  group set, 11speed (Mechanical)",700,Like new,Meetup,Yesterday,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Toa Payoh NorthMeet up under my block 206 Toa Payoh NorthBraddell MRT Station (NS18),Thehaymaker,Joined 8 years ago,Mostly Responsive,Verified,,,,4.7,36,Giant,700.0,343,54,0,shimano 105 disc   group set 11speed mechanical sell 105 group set mechanical 11 speed   hydraulic disc group set take giant propel bike pristine condition   note jockey wheel change ceramic original jockey wheel request rfs upgrade   price negotiable  ,1,0.20841395432846568,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Med
8,10,Scott Speedster S40 2011,900,Well used,Meetup,4 days ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,657b Jurong WestJurong West Secondary School,batalyst,Joined 7 years ago,Very Responsive,Verified,,,,5.0,41,Scott,900.0,436,66,0,scott speedster s40 2011 specs alloy body carbon fork mavic cosmic elite wheelset 40 mm vittoria zaffiro pro 25c front&back sora shifter r3000   9 speed cassette 11 28 sora derailleur tiagra rear derailleur truvativ crankset 50 34 zitto bracket shimano r540 pedal uno 17 ° stem btwin seat size 54   lights include wiped ride recently service   negotiable pm interested deal 642657,-1,0.15523068643335358,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
11,6,"Orbea Orca Gold with Di2 10 spd, size 51","1,800",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Blk 53 Paya Ubi Industrial Park#03-08,soonwatt,Joined 7 years ago,Very Responsive,Verified,,,,4.8,37,"Orbea, Orbea",1800.0,576,105,0,"orbea orca gold di2 10 spd size 51 orbea orca gold dura ace di2 10 speed size:51 cm suitable 1.7 1.75 m male height utilise store bike bike cost 10000 range time   let space spec "" shimano dura ace 10 di2 "" new battery charger "" new fizik bar tape instal "" dt swiss 190 ceramic hub dt swiss rr1.1 rim "" easton ec90 aero carbon drop 40 cm "" selle italia mono link saddle "" new aero setback seat post standard saddle rail cash paynow   appointment view",-1,0.1633460095844341,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
30,5,BMC Pro Machine SLC01 Race Series,"1,198 1,199",Well used,Mailing · Meetup,2 days ago,Road Bikes,Bumped,Has minor flaws or defects.,Y,Y,Punggol Dr,bellebakes,Joined 5 years ago,Very Responsive,Verified,,,,5.0,37,"BMC, BMC",1198.0,222,37,0,bmc pro machine slc01 race series 49cm carbon bmc pro machine slc01 10 shimano 105 groupset w shimano biopace chainre   mavic aksium 10 clincher wheelset w continental gatorskin tyre   crack dent,-1,0.1953332930079632,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
2,8,Giant City Escape 2,550,Lightly used,Meetup,20 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,619A Punggol Drive,sdsanjay7,Joined 3 years ago,Very Responsive,Verified,,,,5.0,6,"Giant, giant",550.0,195,34,0,giant city escape 2 sell giant city escape 2 bike come accessory show   picture shimno atlus gear shifter let move colour bike limited,-1,0.13180912396302913,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
4,10,Roadbike.  BOARDMAN With Shimano Ultegra 11 speed. Well Maintained.,"1,400",Like new,Meetup,Yesterday,Road Bikes,Bumped,Used once or twice. As good as new.,N,Y,Car Park | Bukit Panjang Plaza,aminkamis,Joined 7 years ago,,Verified,,,,4.1,5,"BOARDMAN, Boardman",1400.0,224,34,0,roadbike   boardman shimano ultegra 11 speed maintain boardman tri bike set wheel wheel 88 mm oem ffwd. aero handle saddle fizik shimano ultegra 11 speed price drop whatsapp 87686468,-1,0.20146517987959303,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
21,6,Merida Cyclocross 100 CX Bike,650,Lightly used,Meetup,5 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Lorong Bakar Batu,unspokin,Joined 1 year ago,Very Responsive,Verified,,,,5.0,6,"Merida, Merida, Merida, Merida, MERIDA, MERIDA, MERIDA, MERIDA, MERIDA, MERIDA",650.0,1971,314,0,merida cyclocross 100 cx bike merida cyclo cross 100 entry level cyclocross bike perfect condition commuting weekend gravel grind suited look bike efficient riding position road bike little sturdy add flexibility road capable wheel feature merida cyclo cross lite aluminum frame bike stiff light responsive get explore countryside commute condition upright ride position bike great comfort control confidence regardless surface ride merida cyclo cross 100 fantastic choice look comfortable efficient bike riding possibility standard road bike baby give unspokin touch rebuild scratch replacement component bring life xs   size 47 xs specifications frame cyclo cross lite fork lightweight aluminium fork disc mount derailleur rear sram apex 1 shifter sram apex 11 speed brake lever sram apex 1 -bl brakes sram apex lever promax mechanical disc brake 160 mm rotor chainring fsa vero pro 40 tooth chain kmc x11 hubs alloy seal bearing quick release rims merida comp 22 mm profile cassette sunrace csms8 11 speed 11 42 tooth tyres schwalbe marathon stem merida expert 3d forge 6061 aluminium oversize clamp -6 degree handlebar merida expert double butted 6061 aluminium compact drop oversize clamp headset merida m2339 seat post merida road comp 12 mm 27.2 mm offset saddle merida sport project upcycle bike cover 3 month warranty defect mechanical malfunction project cycle bike come 1 free lunch break tuneup worth 30 drop store test ride find,0,0.22170606374109228,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Med
11,4,Cannondale Supersix Evo (size 54),"1,480",Lightly used,Meetup,Yesterday,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Bikemart SG Pte. Ltd.,bikemartsg,Joined 5 years ago,Very Responsive,Verified,,,,5.0,185,"Cannondale, Cannondale",1480.0,409,66,0,cannondale supersix evo size 54 frame cannondale supersix evo condition lightly frame size available 54 groupset shimano ultegra r8000 11 speed wheelset mavic ksyrium elite ust price 1480 bikemartsg sell premium bicycle product affordable pricing singapore address 140 sims avenue singapore 387462 hour monday saturdays 12 pm 7.30pm,-1,0.11283722770250798,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
10,6,Cannondale road bike,"1,600",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Dover ParkviewDover mrtDover MRT Station (EW22),tigersellzstuff,Joined 1 year ago,Very Responsive,Verified,,,,4.3,30,"Cannondale, cannondale",1600.0,134,19,0,cannondale road bike negotialble cannondale road bike incredicalbly lightweight good condition   feel free pm detail,-1,0.13245332137702118,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
4,1,Wheel Angel Carbon disc wheel Wheelset with GP 5000,800,Lightly used,Meetup,21 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Paya Lebar MRT Interchange (EW8/CC9),z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,,,,5.0,31,look,800.0,175,31,0,wheel angel carbon disc wheel wheelset gp 5000 loud hub raw carbon look irl roll true extremely lightweight come tire minor sign wear,-1,0.3631820662724705,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
3,1,Trek Madone 5.2 size 54,"2,000",Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Canberra Community Club,ling.x.long,Joined 8 years ago,,Verified,,,,5.0,3,"Trek, trek",2000.0,106,19,0,trek madone 5.2 size 54 carbon road bike trek madone 5.2 shimano ultegra 10 speed   weight 8 kg,3,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,High
41,4,Pinarello Full Carbon Bike,988,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),work.examples,Joined 4 years ago,Very Responsive,Verified,,,,5.0,331,"Pinarello, Pinarello, Dogma",988.0,564,99,0,pinarello carbon bike pinarello dogma 60.1 white   taiwan oem carbon shimano ultegra 105 groupset suitable 1.6 1.75 m bike fast buy try carbon road bike feel turnout extremely pleasant experience gear shift snap overall weight superlight work hectic choice beauty sale picture come   price firm non negotiable reasonably price clearup space gain lose,5,1.0,pinarello,dogma,size,di2,f12,dura,ace,bike,wheelset,f10,Med
16,1,Orbea Full carbon road bike frame with ultegra and titanium parts,600,Well used,Meetup,21 hours ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Paya Lebar MRT Interchange (EW8/CC9),z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,,,,5.0,31,Orbea,600.0,128,23,0,orbea carbon road bike frame ultegra titanium part seatpost nice part bike feel free view,-1,0.15425328237570712,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
13,10,Carbon Argon 18 E112 TT Roadie Fixie Full bike Sale,"1,450",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Kovan MRT Station (NE13),soulman77,Joined 8 years ago,Very Responsive,Verified,,,,4.9,120,", , Specialized, Cinelli",1450.0,1207,221,0,carbon argon 18 e112 tt roadie fixie bike sale argon 18 e112 complete bike sale carbon frameset canada size   xs rare n beautiful red white colourway bike currently setup single speed fixed gear velocity wheel issue   bike year comfy cool ride nearby cafe beach pcn work enjoyably awesome exercise   cinelli pepper bar specialized short stem dia compe brake odi grip fsa carbon cranks w seal bearing gear ratio 2.44 meroca pedal white dt swiss wheelset white dt swiss hubs amazingly smooth continental tyres note pictures 9 10 illustration different wheelset sale come dt swiss spoked white   wheelset fork steerer tube leave slightly long tt bar spacer fit seatpost clamp rear bit modde verify non slip rear wheel use straight axle bolt use skewer   slight paint chip crack actually pristine condition trade refund thank ride safe,-1,0.1384648012902972,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
6,8,[Relocation Sale] Giant Propel Slr & Many free items,"1,880 1,980",Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Woodlands South MRT Station (TE3 ),avi.cenna,Joined 5 years ago,Very Responsive,Verified,,,,5.0,12,"Giant, Giant",1880.0,1208,228,1,relocation sale giant propel slr free item giant propel slr sale buy directly tay junction authorised distributor   size s 174 cm -11 speed shimano 105 group set 8.2 kg pedal   -tyre tubes brake shoe new ride -usual wear tear -washe clean ready   note -bike accident couple stationary drop robot vaccum knock carbon frame worry -runne set small chain ring hang bike pass u fd gear cable u want    meet close asking price sweeten deal away list item bike check update list find item away   bicycle stand see picture   2 bottle cage bike   shimano spd pedal   cateye volt300 light   knog rear light brand tool pouch   tool bottle   40 muc concentrated clean liquid dry chain lube 80 wet chain lube 10 lezyne floor pump bbb chaingrip tool mighty useful washing bike   item easily value 200 300,0,0.439123351349377,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,High
